Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
SOX2-OT,70.380257,119.985655,342.493824,97.571237,84.491507,23.02601,54.96287,18.752084,101.4579305,103.415928645243,,38.449153,92.213125,104.961032,50.157584,30.195612,75.88226,66.523787,70.211206,53.899864,25.749027,60.824265,26.05851303472,1.0997761498787,7.2982270812893,11.3013452887636,0.000774509520686685,0.0389863996861923,chr3,180707558,181554668
SOX8,14.676502,27.297363,67.493097,21.349416,12.582313,8.501799,10.899296,6.138143,21.117241125,19.9686364850395,,7.092046,14.592445,15.625232,12.185343,10.482633,17.231244,14.482749,18.457038,10.730806,2.799454,12.367899,4.7890911306847,1.13435752962021,5.28956072868158,12.4786004191625,0.000411640492842202,0.0276850231225191,chr16,1031808,1036979
SPATA31B1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.040796,0.020484,0.0,0.04878,0.024973,0.163661,0.023951,0.0,0.05759,0.02754,0.0407775,0.0470137508968269,-5.82907516591524,-3.48399349512547,22.0724215419313,2.62554844779103e-06,0.00209769671215433,chr9,84672562,84678597
SPHK1,3.493246,2.040493,2.528122,6.067473,3.594986,0.337311,0.955511,0.668384,2.46069075,1.90972916960149,,0.795654,1.396176,0.536892,0.816044,0.216948,3.382853,0.636914,2.584713,0.788302,0.486528,1.1641024,1.0230944722046,1.45526917114162,1.27722542174498,11.4247593402003,0.000724718120084478,0.0375824747456629,chr17,74372665,74383941
SPRN,6.32349,2.461088,2.74748,2.683365,3.52267,6.202869,8.767904,0.665136,4.17175025,2.66640225832063,,7.370409,10.361392,11.715056,22.083359,17.523134,9.407684,12.325174,11.72805,7.398993,8.916846,11.8830097,4.6405999835794,-1.15949380063629,4.0563687828593,12.8614765070174,0.000335415841561323,0.0248045431828048,chr10,135234170,135382916
SPTBN2,19.522383,7.222784,7.518277,8.599371,14.590455,27.886797,28.115683,3.490796,14.61831825,9.61721671188699,,31.787478,36.236356,41.634183,64.051747,32.489227,17.794573,41.674462,31.783149,28.70875,26.437798,35.2597723,12.3347244594593,-1.01251411398619,6.70684531970728,11.939429438919,0.000549583079915346,0.0321330112778145,chr11,66452719,66496697
SPTLC3,2.50367,0.487833,0.627014,3.319818,1.048286,0.380934,0.760012,3.688948,1.602064375,1.35318515035325,,0.847464,0.882177,1.629,0.564861,0.278372,1.116364,0.84746,0.447036,2.099376,0.144389,0.8856499,0.605107882641958,1.78005510091951,1.91762131704362,10.8535254394323,0.000986078500273118,0.0444237385775389,chr20,12989627,13147411
SPTSSB,4.311938,1.000672,1.756322,2.081045,1.662334,1.687463,2.959133,0.25692,1.964478375,1.22879316185841,,5.154753,5.646649,6.173209,9.721237,4.174659,4.598679,5.714526,2.716619,3.035666,5.431089,5.2367086,1.94820031686102,-1.19354204809103,2.79133966832694,19.1508201820922,1.20785590579032e-05,0.00535092608611553,chr3,161062580,161090668
SRP14-AS1,23.564335,6.12371,24.812519,34.703145,6.150391,6.063809,6.160044,6.279851,14.2322255,11.6145038539591,,8.891206,10.910453,9.388402,5.213227,2.114374,18.51018,5.080084,5.45783,6.835456,3.760731,7.6161943,4.67744303006796,1.07140518571017,2.96808379674445,11.0864500572149,0.000869607962013826,0.0412878857691438,chr15,40331512,40359491
SRPX,6.138305,5.881242,9.493667,21.654031,10.609941,0.70977,3.641784,1.548297,7.459629625,6.70671742182273,,2.930985,3.609911,4.777378,1.332759,0.812843,6.297944,1.797725,4.472442,1.477743,1.166886,2.8676616,1.85866138759964,1.6418287238667,2.49030305592508,16.9285606073042,3.88131922867873e-05,0.00855234344750381,chrX,38008589,38080696
SSTR3,2.197041,0.212352,0.514016,0.734712,0.75015,1.356557,0.649176,0.084389,0.812299125,0.679178143054938,,1.616365,3.486647,4.455295,6.194316,2.157872,1.393355,2.908637,1.798744,1.741685,1.577036,2.7329952,1.56737316739114,-1.35199887848435,2.11872873088818,13.6099589896505,0.000224988804181251,0.020159637645538,chr22,37600278,37608362
SSX2IP,12.012495,4.599431,7.687573,8.480807,6.221457,7.229069,9.499962,0.734688,7.05818525,3.37403628001964,,11.855803,19.665198,26.913243,47.246967,12.278282,13.68848,13.724793,8.516092,6.96999,18.047639,17.8906487,11.8154700901624,-1.03946825001274,5.40894393804668,14.2815241967983,0.000157402282385906,0.0164760329930342,chr1,85109390,85156486
ST18,11.952525,22.336036,60.712801,15.623596,14.332731,4.025379,14.245141,3.768502,18.374588875,18.1645443029996,,6.084571,16.969081,9.738921,4.873402,3.84059,13.348802,8.952188,7.114249,7.592525,2.484809,8.0999138,4.40955874220864,1.51853197924162,5.28788403496374,18.9708629952752,1.32729930076057e-05,0.00540745554696188,chr8,53023399,53373519
STAC2,12.129263,3.137852,2.660337,2.366462,5.745464,11.413453,6.390571,1.582154,5.6781945,4.11143708198251,,13.389013,24.043898,15.268959,30.999008,9.532888,39.410526,19.801708,9.374063,10.452107,11.256395,18.3528565,10.237078946318,-1.16051647680945,4.68097524863179,11.0771302484196,0.000873989558950264,0.0414135630932399,chr17,37366789,37382125
STAU2,38.112576,13.842098,18.830991,17.637172,21.344308,19.55961,34.227616,4.940423,21.06184925,10.6578712547018,,44.952412,56.367914,62.362318,88.070833,45.198289,34.735022,48.857369,31.538848,47.51469,57.930765,51.752846,16.0027377306981,-1.03789381665736,6.14724553062709,22.7246021792785,1.86958837561633e-06,0.00193119167586546,chr8,74332604,74659943
STMN2,233.210168,66.730398,75.573992,45.521246,210.674603,182.86865,356.915239,10.328131,147.727803375,117.931819941151,,428.549229,606.821996,552.099987,619.950576,451.139963,462.220445,524.226823,359.752037,454.267847,507.792856,496.6821759,81.4669720118931,-1.45802951873631,8.85699979543969,14.7017900260106,0.000125926820494938,0.0146262204683852,chr8,80523049,80578410
STRA8,0.175971,0.176175,0.23174,0.0,0.086391,0.0,0.0,0.0,0.083784625,0.0978419635767474,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.13393419556191,-4.09428804483695,15.9385422661118,6.54326474691371e-05,0.0109918274473168,chr7,134916731,134943244
STRIP2,2.055066,1.08028,1.722419,2.444527,2.189892,1.65487,2.008438,0.532914,1.71105075,0.628288545545471,,3.191051,2.011791,4.158922,18.868483,4.81095,6.083399,2.846286,1.378485,2.68142,4.090957,5.0121744,5.0597316667155,-1.10803063064588,3.35699314211708,10.5356157837447,0.00117095861157584,0.0491186779369837,chr7,129074274,129128240
STS,5.419509,2.457488,2.171539,3.990103,3.80695,3.890221,6.580479,0.684828,3.625139625,1.86364126049592,,9.239576,10.049851,12.315743,15.662445,7.537724,10.201427,12.105359,4.411672,4.82523,9.041118,9.5390145,3.42125097367327,-1.03904317209426,4.77014010064783,16.4655759363434,4.95414708524953e-05,0.00960782175652725,chrX,7137497,7272851
STXBP5L,7.330292,1.072284,1.903228,2.406684,2.194429,3.175884,6.943873,0.135658,3.1452915,2.62656871952124,,6.636511,16.984624,18.825257,22.983725,6.274383,3.926823,9.035271,7.223584,4.315411,8.58862,10.4794209,6.64973931843647,-1.43651719138832,5.18913164631022,15.9982266051497,6.3401845082876e-05,0.0108144068831271,chr3,120626919,121143608
STYK1,2.712455,0.231318,0.545005,0.190658,0.852981,1.990017,2.247678,0.0,1.096264,1.0603061312594,,3.674122,5.244339,8.336483,14.106668,5.688501,2.210542,4.464698,3.33398,2.742662,3.629042,5.3431037,3.54332478073847,-1.90763235731671,2.54643743406557,12.2971360808631,0.000453653868130762,0.0288327327703445,chr12,10771538,10826917
SULT4A1,77.078636,19.507335,17.923807,14.577429,40.967877,57.009334,86.836439,3.439368,39.667528125,31.0486754700595,,104.284493,136.611426,154.123485,209.200454,133.219951,78.96716,165.20815,97.231388,96.333684,96.84753,127.2027721,40.3347514337152,-1.33841843643166,7.02567116623898,14.3793774776964,0.000149429908378624,0.0160875784820781,chr22,44220389,44258398
SUV420H2,6.949712,4.15844,5.480078,7.641548,4.638602,1.867915,4.032619,1.145198,4.489264,2.24775857134416,,2.75551,5.243238,4.670382,4.391599,1.951225,3.966585,3.03697,5.194218,3.095523,0.979038,3.5284288,1.41302799158488,1.03183080616054,2.14805071158602,15.5649029294024,7.97207544930943e-05,0.0118497966800024,chr19,55851221,55859488
SV2B,27.426512,4.859465,7.32052,3.333367,8.709802,20.459406,27.47329,0.6975,12.53498275,10.9102774829399,,36.90015,48.392213,62.012106,100.946323,39.695584,25.169121,43.392364,29.712831,25.485235,40.873462,45.2579389,22.4879947021159,-1.4933375347005,7.57990551236434,12.6976092744028,0.000366123362596319,0.0262032647729591,chr15,91643180,91844539
SVOP,25.961588,4.624746,6.159637,4.063592,16.825992,19.002224,35.802463,0.964935,14.175647125,12.3589206868744,,39.569181,58.429428,70.893458,84.244212,52.107705,21.875635,66.852043,41.385611,38.885331,30.506745,50.4749349,19.561721374313,-1.48244064328089,5.90740434603259,14.9272117046555,0.000111739568816287,0.0139847220863482,chr12,109304658,109459045
SYN2,90.491394,11.821754,20.414332,19.036044,38.837712,44.65507,97.3831,2.870164,40.68869625,35.5711586918683,,119.297275,122.996405,238.858417,425.663874,137.978621,59.630139,110.666602,101.715344,81.146213,119.222342,151.7175232,107.189655417162,-1.60623282854672,7.73355632878749,16.9821632243362,3.77326366454433e-05,0.00847921222458258,chr3,12045876,12232900
SYNGR1,84.217964,16.924421,27.543662,28.173127,38.131883,41.780158,64.699389,6.847063,38.539708375,25.302518867012,,78.506123,136.414867,189.449715,235.079893,90.367179,70.12926,111.480615,98.963251,54.658798,56.399899,112.14496,59.2879816221198,-1.19106337257396,7.59743194918447,17.4010863631937,3.02652943429065e-05,0.00778086597675802,chr22,39745930,39781593
SYNGR4,0.279079,0.091274,0.0,0.0,0.082635,0.220523,0.093084,0.0,0.095824375,0.104799885750943,,0.84861,0.29709,0.680558,0.956045,0.750513,1.706116,0.598853,0.521422,0.380498,0.597915,0.733762,0.395587378842596,-2.51706407004686,-1.69176665620145,19.0061156665414,1.30300160540936e-05,0.00540745554696188,chr19,48867652,48879633
SYNJ1,25.323748,11.314756,12.158382,13.023942,20.486419,21.659986,42.407126,1.565653,18.4925015,12.1927865221576,,43.411826,54.077403,68.281911,101.325886,29.963028,32.06532,33.90406,33.204711,33.891963,57.063437,48.7189545,22.5729639874281,-1.06238261954055,6.69882163068678,13.5898178837247,0.00022741569137508,0.0203128125976016,chr21,34001069,34100359
SYNM,22.662296,11.903116,15.888325,39.162237,11.536652,5.328423,7.728863,4.230479,14.805048875,11.5076771765635,,6.755645,12.695966,11.022314,12.867321,5.317161,12.102777,7.553132,6.67562,7.47998,5.248248,8.7718164,3.06041652199875,1.07495033392374,5.55982856564702,24.8835454544111,6.09000190264061e-07,0.00113075004068961,chr15,99638420,99675798
SYP,235.066179,76.447178,81.854961,61.277318,222.056125,235.886471,377.942742,9.449318,162.4975365,124.322842757332,,399.510352,605.560504,604.284424,818.837636,467.401279,416.463738,567.365923,371.021693,434.05051,349.908358,503.4404417,145.199821455193,-1.27475591477837,8.03398187267924,11.9224688576102,0.000554609307614088,0.0322105867388247,chrX,49044269,49056718
SYP,235.066179,76.447178,81.854961,61.277318,222.056125,235.886471,377.942742,9.449318,162.4975365,124.322842757332,,399.510352,605.560504,604.284424,818.837636,467.401279,416.463738,567.365923,371.021693,434.05051,349.908358,503.4404417,145.199821455193,-1.27475591477837,8.03398187267924,11.9224688576102,0.000554609307614088,0.0322105867388247,JH806590.2,1427245,1439688
SYT1,192.751999,37.608634,52.855259,33.367474,80.771588,95.884821,177.750739,2.227922,84.1523045,68.8063156895415,,245.892692,408.585415,495.222368,703.757909,253.71463,176.48209,270.698198,195.205752,129.503511,288.607299,316.7669864,173.678369031978,-1.58546167004659,9.16136525945564,14.8018428606582,0.000119418745881427,0.0143484498804615,chr12,79257773,79845788
SYT12,6.14317,2.168635,2.201182,4.122872,4.198752,4.250451,5.05565,0.563821,3.588066625,1.80730096306097,,7.876437,15.355043,13.561459,23.279744,8.998226,9.232347,10.033637,9.134732,5.499344,4.245319,10.7216288,5.50483661366495,-1.14906941828514,4.3018735526339,20.4625004446029,6.08110774877077e-06,0.00354144932098652,chr11,66774249,66818334
SYT13,16.918009,4.358634,6.127862,7.191519,12.755205,9.756743,19.40999,0.558628,9.63457375,6.40127589890693,,28.802938,27.961897,55.590294,104.704629,31.993238,20.273052,25.298815,19.991644,14.195431,26.461189,35.5273127,26.7059754765452,-1.52210065649015,6.12011150092483,19.2930555523774,1.1211337432284e-05,0.00524699857399019,chr11,45261852,45307870
SYT4,29.069747,4.891404,9.492707,5.518519,20.164557,19.831111,44.630378,0.25304,16.731432875,14.8412157070217,,37.86356,75.16604,79.024757,117.25884,44.979224,35.275087,58.314621,36.825309,26.26186,61.613463,57.2582761,27.4936226465993,-1.47298598203511,6.54584432982502,11.3589346648329,0.000750858811466111,0.0383365246460057,chr18,40847843,40857615
SYT7,27.930823,9.426339,6.666132,9.189876,16.105476,33.879811,21.664369,2.25573,15.8898195,11.0818263050028,,45.963052,41.675638,76.544822,127.87133,55.505739,61.034673,62.981774,44.072123,44.13849,52.25426,61.2041901,25.8069911814779,-1.55704407578822,6.79922310177113,18.9750192848348,1.32441110385632e-05,0.00540745554696188,chr11,61282785,61348620
T,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.391456,0.0,0.208102,0.0,0.0,0.139655,0.152847,0.0,0.0,0.0,0.089206,0.133263674476164,-6.07071262047655,-3.35878961004321,12.1826365196382,0.000482364175531608,0.0300834811631932,chr6,166571144,166582188
TAGLN,79.07405,156.786832,118.941497,169.921771,146.230876,39.129904,39.085073,186.016803,116.89835075,58.0369601305295,,63.567798,34.953921,175.660246,42.583177,88.304159,58.354449,149.331031,33.416961,32.549445,13.515152,69.2236339,53.61883752833,1.65157848389975,6.45596142392937,12.8147391248807,0.000343899356899908,0.0250639339535198,chr11,117070037,117075498
TAGLN3,241.30171,101.918287,86.014067,48.707407,162.92747,216.587245,252.671504,16.914601,140.880286375,90.388866901033,,279.053871,560.185384,431.80505,661.298969,324.50938,422.310574,295.459412,368.457804,385.951344,276.60967,400.5641458,126.102088946235,-1.08979736171403,7.80760369523392,11.4757460998175,0.00070510334922178,0.036835145353395,chr3,111717511,111732734
TAS2R20,1.505173,0.542746,2.42685,1.57896,0.234025,0.363705,0.732152,0.356676,0.967535875,0.784141257043004,,0.305344,0.694174,0.99963,0.359188,0.084727,0.1273,0.222687,0.482843,0.325865,0.095485,0.3697243,0.290180839659245,1.74226996820376,-2.20387012851576,14.2485659085798,0.000160182819136517,0.0166135400455711,chr12,11149094,11150474
TAS2R20,1.505173,0.542746,2.42685,1.57896,0.234025,0.363705,0.732152,0.356676,0.967535875,0.784141257043004,,0.305344,0.694174,0.99963,0.359188,0.084727,0.1273,0.222687,0.482843,0.325865,0.095485,0.3697243,0.290180839659245,1.74226996820376,-2.20387012851576,14.2485659085798,0.000160182819136517,0.0166135400455711,GL949745.1,195201,196581
TAS2R20,1.505173,0.542746,2.42685,1.57896,0.234025,0.363705,0.732152,0.356676,0.967535875,0.784141257043004,,0.305344,0.694174,0.99963,0.359188,0.084727,0.1273,0.222687,0.482843,0.325865,0.095485,0.3697243,0.290180839659245,1.74226996820376,-2.20387012851576,14.2485659085798,0.000160182819136517,0.0166135400455711,GL877876.1,195201,196581
TAX1BP3,48.617542,11.342189,39.213753,73.719009,12.700516,6.562341,10.719903,6.082038,26.119661375,24.9654120837857,,12.986816,21.470692,19.659718,15.584047,3.749839,17.306709,5.342133,21.992401,14.302155,1.793807,13.4188317,7.39310138239675,1.18735825429454,3.95088152031585,11.3615335169659,0.000749808895493276,0.0383365246460057,chr17,3566196,3571976
TBX15,1.166624,0.347721,0.495322,0.898196,0.440383,0.34607,0.189439,1.350844,0.654324875,0.428162407706781,,0.640557,0.507891,0.469065,0.446685,0.297048,0.455444,0.471479,0.176114,0.429247,0.168793,0.4062323,0.148805835340367,1.61509640528554,0.661378088959361,11.3234706533043,0.000765335336611218,0.0387642656620839,chr1,119425669,119532179
TBX2,3.034035,2.479071,1.247042,4.446254,2.275567,1.779701,2.061326,5.386712,2.8387135,1.40511143309998,,1.113402,1.972488,2.305638,1.448287,1.594065,1.421195,2.32998,1.518696,2.371188,0.637475,1.6712414,0.571390727811092,1.7588945668698,3.14352804039594,17.8503614659768,2.38973871033316e-05,0.0071778944918345,chr17,59477257,59486827
TBX3,4.458196,1.835495,2.012262,3.947114,0.834214,1.097469,2.355184,1.70162,2.28019425,1.28851673946826,,1.647661,1.384218,1.400964,1.000888,0.718418,1.493024,1.83884,0.672493,1.131917,0.607105,1.1895528,0.431225844962114,1.31000852067552,2.20105675488978,15.1733018322093,9.80803918505252e-05,0.0130342323284792,chr12,115108059,115121969
TCERG1L,1.722478,0.471054,1.262402,0.440352,1.04711,1.284974,3.184647,0.073461,1.18580975,0.972640256889426,,3.584046,10.541034,6.267898,8.809265,4.790519,3.053428,5.652427,5.411,2.754863,4.536067,5.5400547,2.48535574730845,-1.50690624902839,2.6043510142343,20.4228937981376,6.20826513868121e-06,0.00354144932098652,chr10,132890654,133109984
TCP11L2,6.284573,4.907653,14.658975,10.94777,3.764821,1.146175,3.867075,0.681675,5.782339625,4.80688588867824,,1.9017,3.87865,4.672111,4.015422,0.874674,4.99951,1.972829,2.746684,2.89091,1.299286,2.9251776,1.42548123160241,1.22974854271565,2.29812069257391,15.6944860585278,7.44408646418542e-05,0.0114940052519376,chr12,106695707,106740793
TF,168.364824,390.414286,1006.422732,278.452931,222.495726,49.108127,140.722048,84.405987,292.548332625,308.304020924942,,85.115237,361.745033,98.921124,82.798808,75.470023,184.254886,158.867907,170.767766,161.40018,27.721097,140.7062061,92.8723412883546,1.37175505845438,8.68582877495431,11.6393339218657,0.000645717204545476,0.0347349113855523,chr3,133464800,133497850
TGFA,6.30072,7.033532,22.180705,7.638509,4.983194,2.019128,3.721728,2.119088,6.9995755,6.4895363590902,,3.132426,6.154542,5.076714,4.45849,2.116284,5.376549,4.022064,5.934137,4.734747,1.372976,4.2378929,1.59248533214731,1.07284447200321,2.90967011358629,12.0903930928554,0.000506822877991359,0.0309241425307928,chr2,70674412,70781325
TGFA,6.30072,7.033532,22.180705,7.638509,4.983194,2.019128,3.721728,2.119088,6.9995755,6.4895363590902,,3.132426,6.154542,5.076714,4.45849,2.116284,5.376549,4.022064,5.934137,4.734747,1.372976,4.2378929,1.59248533214731,1.07284447200321,2.90967011358629,12.0903930928554,0.000506822877991359,0.0309241425307928,KB663603.1,13562,120475
THBS1,6.212247,0.615922,1.053421,3.113021,5.679127,1.547285,1.173886,1.43466,2.603696125,2.19157256546868,,2.386,1.355129,1.841594,1.532756,0.768927,1.099588,1.15426,1.108765,2.337582,1.224628,1.4809229,0.544148211486427,1.23139265017,3.08745621141135,10.9203530522975,0.000951134813757016,0.0436481469758882,chr15,39873280,39891667
THRB,13.689497,3.211845,3.959583,4.678,3.96033,8.248622,14.35593,0.540694,6.580562625,5.05623910251862,,12.833015,18.523657,23.377582,52.048253,18.014936,10.716374,13.311381,14.589972,9.499394,26.997116,19.991168,12.5405902735653,-1.28141351015802,5.8441824912142,14.2207611713988,0.00016256701200192,0.0167686836478265,chr3,24158651,24536773
TJP2,67.065338,32.160017,81.113508,157.428898,43.49025,7.533472,32.500165,7.01745,53.53863725,49.3064184554467,,11.564205,30.836167,49.38515,15.305323,5.987505,16.65233,17.56853,30.522468,17.144718,9.824985,20.4791381,12.9430002844851,1.59126549556359,6.46015276524961,24.171706876833,8.81173391894079e-07,0.00131315705288342,chr9,71736209,71870124
TMEM151B,38.288151,7.343493,10.337829,12.298527,14.011941,17.247217,28.847833,6.847478,16.902808625,11.1180725752827,,43.290957,59.420466,59.00063,75.762203,51.951275,40.004394,63.694585,37.629188,40.777672,44.728452,51.6259822,12.5129244900634,-1.24285413945884,6.76799216217776,21.9237721343032,2.83697733549338e-06,0.00219750343804385,chr6,44238203,44275243
